comment,isPositive
beli token listrik gantung on proses pay berkurang payah susah pas pengaduan,0
parah topup shopepay masuk tolong jam menunggu belum masuk masuk cs memecahkan topup gede masuk masuk lapor,0
kurir nganter paket giliran alamat masi harus nyamperin pinggir jlan langsung antar kerumah sayabanyak kurir males langsung antar paket orang krmh pesenbikin kesel,0
bahaya daftar minggu tipu mengatasnamakan tolong perhatikan,0
maaf bayar shopeepay saldonya pas chekout bayar shopeepay saldo mencukupi nominal bayar saldo,0
kecewa pulang kerja pasuruan surabaya kereta top up pay bayar tiket eh shopeepay tidakbisa bayar ketinggalan kereta terimakasih maaf mu tidur stasiun tidakbisa pulang terimakasih,0
basic store pertimbangan kiriman barang niat usaha benar mengecewain orang,0
knapa logout giliran masuk bayar tagihan paylater heran shopepay saldonya,0
tolong kepada login masuk disetujui verifikasi email masuk update login tolong dibantu mksh,0
bingung lihat saldoku shopeepay pesan barang harga masak tidakbisa kepake saldo dishopeepay ku tolong diperbaiki shopeenya,0
terkendala login perangkat tolong rumit alasan keamanan hutang dishopee marah bayar login diakun maaf bicara sopan kecewa,0
download belanja barang alhamdulillah barang belanja pas belanja pesan barang kemas pay terpotonglah klik masukan email login facebook login pas masuk hilang riwayat belanja terus brang kirim ini,0
selamat malam kak maaf tolong kak sore tibatiba logout login lupa password email google tertaut disana login nomor hp pas login verifikasi tambahan email lupa password kak kak bayar sisa pay later kak mohon bantuan login,0
halo akun fo pas login bacaan akun diperiksa keamanan gapa gapain belanja tolong akun,0
koin berkurang hah koin koinn sekrang kembalikan koin kumpulkan mala berkurang,0
kesini ngaco flash minta sebelum buka muat ulang flashsale kebanyakan boong begitu dapat harga harga normal,0
sial shopy hisap paket data kayak kemarin buka buka nonton youtube lancar gmna belanja wkwkwk,0
kadaluwarsa akun pesan baju pas checout pas pesanan pencet solusinya,0
semoga baikbaik sehat kerja dishopee karena makan uang top up saldo shopeepay masuk,0
akun nonaktifkan min karena pesanan pembayaran bayar segitu ampe nonaktifkan hadeh,0
update id aplikasinya suruh masuk pas masuk sistem error benar nyaman belanja,0
gratis ongkirnya tidakbisa dipake sknya benar menuhin tidakbisa belanja nyaman pengguna,0
mengganti hp login kali login complain customer service nomor telepon password,0
asli kacau jengkel kesel shopepay bayar nyata muncul metode jasa kiirm sistem sngt ribet pilih sistem fitur kacau,0
semenjak kerjasama id express pengiriman otomatis id express always buruk kurir sopan kurir kelewatan rekomendasi id express kecewa user,0
tolong menekan tombol pesanan selesai pesanan dibilang selesai dana lepas penjual dikaji ulang sistem garansi melindungi konsumen merugikan barang diterima uang hilang cicilan berlanjut plus denda tidakmau bayar mudahan pemilik baca keluhan kena banyak keluhan maaf ye bintang,0
daftarin ngulang maunya kayak ginitiba ngulang dari didaftarin akun gkbisa bolak tros lelah woy,0
bintangnya proses pengembaliannya adaa follow up customer Cuma disuru menunggu kerjadan estimasi kabar,0
usul maju kesempatan user belum hadiah perayaan angka kembar blacklist orang orang dapat hadiah sekian curhatan mewakili hoki mksh,0
top up shopeepay alfamart pegawai alfamart input nomer tersesat orang mediasi rugi rb,0
heran taon habis update versi loading melulu bug tolonglah atasin pindah zalada,0
iklan tingkatkan coba server ongkoskirim kembalikan transparan rate kalah rate nga ijo biru sekarang berbenah,0
tolonglah ngasi iklan ngotakmasa hp kayak teror am iklan nyalain data seluler langsung muncul iklan shoopetolonglah iklan sampai segitunyaini download gara kuat iklannyaudah hilang mohon perhatikan,0
smakin smakin buruk kenapa pembayarann amanan tulah jls jls reall sgala macam tetap bisa perbaiki sopi,0
iphone harga ribu pantengin dapat stok harga normal beneran beneran dapat kasih bintang full iklan harga,0
halo kakak kendala shopeepay pembayaran shopeepay kakak muncul notifikasi pembayaran gagal kakak tolong ditangani,0
beli paket data shopeepay kuota masuk butuh pekerjaan membatalkan pesanan karena membeli cs menunggu jam kerjaan selesainya tinggal dibatalin susah kayaknya cs menyelesaikan,0
kecewa paket sampai bersangkutan difoto gambar pagar orang kecewa profesional semena mena mentang gratis ongkoskirim oh iya cs paket suruh tetangga eh terus tugas situ sebagai cs sedangapa lapor begitu tetangga gila anda kecewa bintang kasih anda wajar kesall,0
pengembalian dana lambat paket terima dana sebulan direspon paraahhh benerr,0
akun tidakbisa dibuka nomor psswrd benar saldo pay lagiiii tolong,0
filter harga rb munculnya ngaco tetep harganya mahal rb haruanya harganya rb kacau ini,0
kecewa karena menau akun bekukan mengikuti aturan data masukan masuk slik bi ojk segan segan melaporkan,0
buruktop up pay masuk dari layanan ditindaklanjuti penyelesaian,0
burukpesanan tidaksesuaidengan diposting kecewa shoopi belanja dishoopi udahlah cod ongkirnyapun mahal harga barangenakan belanja dilazada pelayanannya barang sesuai dipesan,0
halo min pesan barang dikirim penjual dibatalkan otomatis sistem pengembalian dana rek bank tibatiba akun logout login ulang berkalikali tetap masukkan kode otp tetap pengembalian dana hangus maksudnya coba oknum butuh duitklo iya,0
parah saldoku didalam beli danlainlain ganti akun sodara tbtb blokir kutarik parah parah fitur narik saldo ulang parah kecewa hm,0
akun ditahan pesanan kecewa inj customer servisnya juga membingungkan,0
sabtu narik saldo sampai skrng masuk tagihan spinjam dibayar terlewat bayar dana sajah tertahan bunga berjalan mikir,0
tadikan masukkan barang keranjang tibashope pengguna voucherkoin ilangbisa begitu,0
voucher cod trtap tidakbisa dipakai pembayaran cod perusahaan ternama kesalahan,0
kesini parahhh masak ganti produk diperiksa hapus coba pasang produk kalaw kayak begitu,0
tidakbisa top up saldo rb mobeli hoode rb mau top up tidakbisa turunin bintang nanti kalok tambahin,0
vouche cashback kategori pakepadahal belanjaan senilai jt lebihvoucher cashbackgak pakebanyakan update sajakualitas menurun,0
sumpah kesel masuk verifikasi wajah gagal pas aktifkn wajah gagal aneh spaylater ditolak melulu ditambah login verifikasi wajah wajah heyy wajah bnr bnr pemilik akunya tidakbisa,0
kasih bintang kalau tagihan lunas tarik data konsumen ketiga menagihbmasa konsumen penagih kalau lunas lucu urusan tarik data konsumen dari daftar tagihan logikanya kalau data tarik daftar tagihan ada orang menagih member gold perlakuan,0
simulasi cicilannya langsung bayar full menunggu tolong simulasi spaylater bayar full menunggu tagihan,0
min splater diaktifkan berkali kali pesanan member platinum muncul splaternya,0
akun isi pay login isi sumpahin kerja berkah amiin,0
kecewaakun lgpdhl member silversekarang lgdan akun nomor hp,0
kesini buruk yaa transfer dana penjualan pay prosesnya lamaaaa ditungguin ampe seharian proses tolong tingkatin proses pelayanannya,0
kali pesananku diproses ketempat tujuan shockbreaker membuatku nyaman diteruskan masuk bandara,0
super ngeselin saldo shopeepay langsung bayar kayak sengaja nahan saldo maksa shopeepay latter cod payah,0
kode otp kunjung dikirim coba mohon diperbaiki akun login terpaksa akun kode otp kunjung dikirimkan akun,0
pas masukkan nomor telepon pas masukkan code verivikasi angka pencet,0
pembayaran lancar dinonaktifkan alasan berbeda bulannya laporan cs macro,0
biaya penanganan pakenya persenan belanja biaya penanganana luarbiasa promo biaya penanganana gilaan parah,0
kasih rating spaylater jatuh tempo gausah spam anda pikir gagal bayar anda gaji cek npwp diestimasikan pendapatan disitu rusak reputasi recehan kya kamu mohon kasih dc gausah spam jatuh tempo bayar terimakasih ganggu anda,0
anak kontoll flash sale kok pay eror kenapa bilamg trik marketing tolol mu alasan server down penghasilan triliun an rupiah server down lucu,0
nantiambil daftar kogak gakdulu orang kirim barang kerumah sayasaya pesan barang peci kembalikanpihak hatihatisering curi data perguna konsumenseperti bukalapak data konsumen bocorjual orang tanggung,0
sumpah kesini enek olshop pengiriman lamaaaaa mengerti,0
bintang berbicaramasa ongkos kirim mahal sesusaisama barang belilebih mahal ongkoskirim barang,0
pindah sebelah menghubungi chat live membuahkan hasil mengecewakan pengguna akun qlinikcomp terindikasikan kecurangan algoritma keamanan sasaran berkendala ganti email sarankan pindah sebelah,0
pindah biru ingin ngelirik biru gederasa gederasa kemarin beli barang restok alhasil mutusin belanja biru sistem menarik iklan gede gedein apl minus pusing ongkoskirim tekan belanja rb potongan ongkoskirim rb beli ongkoskirim min pelanggan barang murah ongkoskirim gratis gila kali barang murah ongkoskirim selangit,0
jelek gratis ongkirnya toko potongan pas cekout voucher memenuhi persyaratan shopeepay bayarnya buruk begitu milih kurir,0
pelayanan benar mengecewakan top up emoney terima dana refund blgny xjam sekarang masuk,0
shopeeku lambatberfikir normal lancar dicoba gara-gara louout tanggal desember,0
ribet daftar akun emailfb nomor hp kode otp masuk apl ribet it blooooon,0
flashsale rp barangnya laptop hp ngeselin gagal berhasil dapat tambahin bintangnya,0
parah mah kemarin sistem cod hapus sekarang kupon gratis ongkoskirim sebentar kalah saing tokopedia lebihbaik pindah ajah tokopedia coba tagihan paylater bayar uninstal,0
heran aktifin spay later pas ganti hp ulang coba verifikasi ulah kartutandapenduduk buruk,0
loading xa wifi lancar jaya tibatiba macet,0
pengirimannya exspres tidakbisa diganti diganti pembayaran free ongkirnya wadidau dahlah pindah toko ijo,0
kak log out login tulisannya gagal menghubungkan kali coba tetep gagal menghubungkan kak,0
kakini login pencet anda terus pas login bisatolong kak,0
bayank penipuan penanganan buruk kecewa saldo shopeepay sayang hilang jt lebihbaik uninstal,0
update ko login isi saldo shopeepay ko tf bank kirain update isi tf bank eh log in bayar spaylater,0
min saldo pay hilang ribu chek out login berkali kali saldo tetep kali kecewa,0
aneh aktifin playletternya kartutandapenduduk data sesuaics baca laporan keluhan memecahkan menyulitkan,0
ribet masuk susah vertisipasi laen ribet kasih bintang rugi,0
tolong sophee toko dilaporkan blokir jualan jujur merugikan pelayanan komplen konsumen buruk sperti apl sebelah,0
smakin smakin parah bukti chat penjual menipu bela sa paraaaahhh,0
gangguan tidakbisa login woi tagihan spinjam bayar coba verifikasi gadikasi log out gajelas sumpah,0
barang dipesan anak kualitasnya buruk dipakai retur kualitas barang buruk kayak begini customer,0
cacat berguna login persulit kaya login langsung bisashoope cacat login kode qr buruk,0
tolong pengiriman barang cepat parah masak kecamatan ngirimnya harinan kirim kabupaten lucu langsung kirim rumah kota kirim kecamatan bolak aneh,0
sampah persyaratan dari ikuti shopeepaylater juga belum aktif suruh belanja payah,0
semenjak fitur face efek bayar spaylater susah gagal pas deteksi wajahnya spaylater males,0
maaf pengguna lumayan top up via bank mobile banking chat agent sambungan terputus youtube lancar begini hutang spaylater spinjam bayar samperin dc juga karena kesalahan juga pembayaran simple bos,0
kasih bintang satukarena tolak pengajuan spaylateerpadahal gold member kandi suruh ulang tanggal nov pengajuankalo tolak berat hati stay toko sebelah premium memberjika accord naikkan rate bintang nyaterima kasih,0
meganggu main gamedan tolong muncul iklan pusing apaada iklan tolong tolong bangat mah,0
tolong diperbaiki login upgrade masuknya parah,0
update buka muak sedih diperlakukan gila tooloonnggg mudah berbelanja online,0
voucher apalah pembohongan saldo hilang niat memberikan voucher gausa embel begitu,0
collector splater pedes yak terlambat gila dong penagihannya ditekankan cari dana talangan padahal pas uang jatub tempo bayar dari splater nelpon terimakasih kakak pembayarannya kerreen bosskuuu khawatir terlambat mah kaya dunia hancur gatel memberikan bintang,0
kecewa akun terkeluar padhal keluarkn akun lupa paswornya nomor hp belum ganti sekarang bayar hutang bingung tlpon cs tanggapan ini belum bantuan kecewq jengkell,0
kecewa penjual penipu berkeliaran jualan hpiming harga lumayan sesuai deskripsifotosaya dana kembalikan pesan hp casecasingnama toko penipu los angeles shop tolong blokir akun jualan jujur konsumen tenang bahagia berbelanja,0
topup saldo shoppepay diaplikasi shoppepay saldonya bertambah padahal langsung bertambah ko kayak begini tolong perbaiki terimakasih,0
maaf bintang sopi pelit ongkoskirim tempat rb sekarang rb mahal amett dahal masukkan voc,0
sebenanrnya aplikasinya sayang kasih rate bintang opsi spaylater tibatiba dipakai tibatiba eror gagal pembayaran dihubungi customer kebijakan kali sayang begitu belanja bermasalah akun segi apapun tibatiba diblokir,0
dear google play please banned sistem koin live gara live coin istri lupa kerjaan sluruh karyawan kantor jugaa,0
gimana min barang ajukan cacatkenapa pengajuan pengembalian tolak,0
saldo shopeepay harga barang melebihi saldo digunakanaplikasi cacat,0
toko kurirnya membayar cod cpet barangnya bayar langsung pay dtengnya benar males top up,0
pay saldo uang bayar pay sruh coba maksudnya uang orang tahan haahhh nyaldo uang uang semena mena,0
belanja murah ongkoskirim mahal lazada ongkoskirim beli murah ongkoskirim mahal,0
berulang kali otp masuk tolong bantu akun bayar susah,0
membuka mohon diperbaiki membuka eror layarnya putih,0
isi saldo tibatiba susah login kode verifikasinya dikirimkirim,0
sumpah perbaharui susah masuk account mulumakin kesini jelek senang benar kecewa,0
biaya dibayarkan cancel kepotong proses pengembalian barang lengkap refund full cari untung merugikan customer kecewa,0
maaf kasih bintang min kena tipu banyak penipu kesel terus bisa bobol akun pengiriman bareng pesan bukan pesanan,0
sii akun akun pas asyik main game tba tba hilang seperti instal ulang,0
kecewa sinkron data pembaruhan dc terkait tagihan pusing telepon penagihan tagihan dibayar lunas,0
penjual berjualan mengirimkan pesanan sesuai orderan pcs pembeli mengajukan pengembalian menerima pcs mengirimkan foto pcs produk pengembalian langsung disetujui banding sarankan admin video pembeli pembeli mengirimkan video ruang diskusi chat penjualpadahal video kunci penipuan pembeli,0
biaya penanganan paylater beli bayar nyekek cs kebanyakan data memang rekam pelaporannya,0
eror melulu scrol lihat produk flash sale produknya tidakmau muncul blank putih sampai kehabisan melulu lihat toko begitu muncul notif perbaikan server registrasi toko melulu rr menu utama penyimpanannya gede,0
maaf juragan komplen nama toko aku accesories bertanggung barang pesan rusak diganti disalahkan kurir kurir barang rusak kurirnya komplen tokonya dikomplen ganti tokonya urusan tokonya konsumen bingung anggap penipuan belanja becus peking barang pecah dipeking kardus lembaran tipis terimksh,0
update desember fungsi paylater bermasalahmau bayar jalan,0
kecewa versi akun ngak masuk verifikasi wajah habis verifikasi wajah ngak update google play store play store versi terbaru,0
penanganan admin buruk produk menipu sesuai deskripsi rekomendasikan,0
kecewa sihh event trusted vocer gratong kesini kadang vocer cod huhuu sedih,0
parah belanja bayar muter shopeeny eror jaringan kok pesanan batalin otomatis sama shopeenya,0
kecewa kembalikan agi langsung atur ekpedisi pengiriman atur kali kecewa,0
terlambat spaylater sehari kayak ngutang miliaran telatnya juga konfirmasi situasi ditelpon sampai diancem kontak spaylater,0
cs team memuaskan menyelesaikan permasalah nyaawal verifikasi sukses dalam hitungan menit lsng gagalalasan sesuai intruksipd intrulsi kartutandapenduduk dikanan sim dikiri kecewadah email juga diblz sama team,0
kesini karuan iya kalah ijo sebelah cs solusi babi,0
keluhan pengajuan pengembalian dana barang kirim murah setujuin konsumen rugi trakir mksi,0
bunga spaylater beli bayar bulan mahal males belanja kya rb rb gratis ongkoskirim sbelumya beli gomars isi harga rb pkai vocher gratis ongkoskirim terus bayar pkai spaylater bayar bulan rb bayar tagihannya pkai gratis ongkoskirim ditagihan bulan mahal kya pkai gratis ongkoskirim males skrang pelit ongkoskirim,0
biaya penganan mahal harga barang biaya penanganan mahal jugatolong dihilangkan,0
bangke beli voucher deals alfagw menunggu kodenya belum keluarmalah menunggu alfa lagisialan benar shopeebikin kesel kerjain,0
kecewa masang filter barang oriyang muncul terus barang palsu ketipu beli memori sd card gb gb sehari make langsung rusak seller chat responapes benar please toko penipu ban,0
jualan digital tolak berat hati berat hati orang jualan tolol tolol,0
order barang sampai cek diterima orang foto penerima tangan saja orang rumah terima barang,0
blokir niat memberikan fitur tambahan sama promo in fitur dripda merugikan customer top up blom sempat make malah blokir menyalahi aturan ketentuan food,0
subsidi ongkos kirim kian berguna menolong beban ongkoskirim mahal kecewa dibagian ongkos kirim jasa ekspedisi kian kian buruk,0
penjual ini geramlain warna pesanlain kirimtrus respon penjual,0
isi shopeepay mbanking masuk saldo bertambah kaya begini kaya begini jadi enak ribet,0
bunga spinjam min kepotong admin bunga ambyaar min minjam yakali pinjam jt kepotong plus bunga,0
spaylater jatuh tempo nomorku ditelpon debt kolektor melulu kemarin kemarin begini bayar tanggal diteror debt kolektor begini nomorku,0
pelayanan buruk beli apapun market place pesan barang cod dianter jam sore dibalikin ketoko kurir nama lanang aji riyanmaulana kurir koordinasinya hubungi kurir namanya riyanmaulana dimalam barangnya dikirimnya jam sore iya dikirim keesokan harinya besoknya beda kurir nganter jam keambil barangnya dibalikin toko tolol,0
update hp ram kebuka lambat begini beli jualan,0
rugi jualan imingiming gratis ongkoskirim kepada konsumen pembeli taunya tanggung penjual ongkirnya buruk parah kacau,0
beli akun premium hoster ongkoskirim rb hadeh dibl bukan bareng ongkoskirim segitu beli kemahalan ongkoskirim,0
pengirimam kargo expedisi pqkai jt free ongkoskirim benar free kargo mahal dari surabaya malang,0
limit dikit jaga pembayaran dikit kendala pandemi wkwkwkk kaya sebelah ah males,0
yak dibatalin bayar spaylater eh ttep saldo dikembalin tolong,0
parah kesini ribet suruh log in tbtb log out tolong terhormat mohon perbaiki mbak juga gede,0
habis update malah top up shoppee pay eror menu tranfer beda banktolong update enak sebelum update,0
kecewamakin jelaslimit spaylater menjadi juta bisa bohong,0
hapus nomer hp ribet nomer hp ganti nickname enakan tokopedia rapih simple nyaman first impresion kecewa males,0
bodoh ini aplikasigagal upgrade shoppepay ngebaca foto selfie terang bodoh adminmu lebihbaik aplikasinya hapus,0
tolong beli pulsa listrik disitu muncul mnta update terus padahal update play store aneh bgttt,0
sori diganti bintang update shopepay kelihatan muka halaman cekout barang pas bayar spaylater ribet pindah toped ah,0
shopeepay laternya be beli harga rb bayar bulan jadi rb cmn kenak rb tolong perbaiki,0
kecewa karena tarik dana tanam jt real or fake ikutan dapetnya rp perak biijiii laah,0
cashback masuk komplain tipu halaman checkout tertulis cashback payment cashback masuk muncul pop up selamat cashback,0
erorr pesen makan food kayak data profil hilang terus coba instal ulang terus log in data nama username keganti dipake order,0
lemotlambatberat memakai memori gb sulit beralih produk belanja main game seller buang sampahbarang rusak dikirim konsumen simpel cepat ringan jdid tokopedia pelanggan member platinum silahkan lacak akun males belanja,0
kecewamau top up spay bisatertulis nova terdaftarsudah lapor shopeetp kelar juga,0
isi sopi pay sesuai belitetap voucherditambah saldo ditambah saldo sopi payduss,0
kecewa akun pas log in susah seneng kejadian kecewa,0
proses login merepotkan nomor telepon verifikasi merepotkan susah diverifikasi sistem verifikasi sms whatsapp verifikasi gambar digerakkan puzzle gambarnya verifikasi gagal susah login,0
biaya penanganan cod mahal belanja murah dari rb biaya penanganan rb uang habis biaya penanganan lambat buka bbrpa kali relog gambar danlainlain muncul relog gambar inbox danlainlain muncul dilayar saran fitur lancar lambat kayak sekarang pengajual pengembalian barang baiknya ditinjau,0
shopepaylater aktif covid menunggak bayar lunas bserta bungay tahun akun shopepaylater blockir andaikan bertanggung bayarx berhubung kemarin kehilangan pekerjaan shopepaylater in memang da pengertiannya orang beriktikad,0
pesan penjual status pesanan dipenjual tertunda penjual mengirimkan pesanan diverifikasi kecewa siihhhh kayak begini,0
menyenangkan bayar tetep ongkoskirim dihitung bayar tetep bayar ongkoskirim pas transaksi ongkoskirim,0
bayar spinjam shopeepay eror tulisan begitu kadang pas hapus dulu login takut bayar terlambat da server downgmana begitu,0
pembayaran via virtual perbaikan kasih pembayaran cek manual tunggu kerja begitu,0
kecewa bintang coba log in berkali kali verifikasi link email,0
gila mencoba menabung emas jam proses laporan uang,0
kapok beli paket data shoppee tanggal des masuk pdahl butuh laporn disuruh tunggu bisa cancel terus tanggal disuruh tunggu hriga gunanya kirim laporanjwbnny menunggu aja langganan shoppee dapat pengalmn begini kpok,0
sehari akun masuk alamat email da sandi,0
kecewa kenapa bunga hitung perhitungan total belanja ongkoskirim pengurangan ongkoskirim hitungan tolong perbaikin,0
ribet lupa password rubah dulu jwban sistem dalam perbaikan memang tim khusus maintenance bayar rapiin,0
shoopeeeeee leleeeeet padhal update instal ulang masih lambat hp juga ini,0
tolong tingkatkan sistem keamanan customer privasi tergaja bocor orang,0
bintang akun dibekukan dipulihkan complain penghapusan tolak akun normal normal membekukan aneh,0
pay saldo minimum belanja saldo minimumnya nominal nominal produk total ongkos kirim voucher gratis ongkirnya berlaku belanja rb total ongkoskirim rb saldo pay rb ongkoskirim gratis senilai rb bayar nominal produk rb tetep berlaku voucher gratis ongkirnya saldo rb ribet belanja,0
diupdate erorr sistem nyamasa jaringan buka profile bayar pesanan susah jaringan check out bayar shopeepay masuk,0
buka terus loading juga kali jaringannya lancar akh ini,0
kecewa sama isi shopepay limit belum isi terus ngefream hadeh update,0
akun hilang pas masukkan akun ngak begitu pesanan terus pay latter belum bayar memang sengaja nambahin beban,0
parah buka toko mah sepi terus sama indonesia mah buka smpe skrng belum order orderudh promo gratis ongkoskirim sepiparah rugi saja tampilkan toko penjual rapih atur sndri sesuai pemilik tokonya daftar nama produk jelasgk ubah ditambah,0
pesan barang tanggal jam sampai belum kirim mohon infonya pdahal transfer,0
fitur cod merugikan pelapak barang user uang bayar al hasil kuri bolak kirim status paket tertunda,0
innstalsaya habis isi saldo kali saldo transaksi blokirapk mengecewakan,0
selvia dewangga customer service ajar akun logout karena berhenti chat komplainan terselesaikan sopan bertanggung,0
kecewa sama update making cek out make shoppepay gagal muluudh complain cs berkali tetep suruh menunggu melulu shoppepay cekout complain juga hasil complain melulu tindakan perbaiki akun harus menunggu sampai coba gagal melulu cekout make shoppepay nyasemoga baca komenan diperbaiki semenjak update bermasalah,0
iklan hp mengganggu aktivits sayang allah bbfpa kali dimatiin tetap muncul iklan vvrp nenit ganggu bangeettt muncul iklan keselll,0
mengecewakan belanja online terkenalpelayanan kutang terselesaikan semoga,0
berhenti berhenti buka mohon bantuannya,0
kali kecewa top up rb masuk saldo cs chat via email inbox balasan mohon tindaklanjuti,0
saran kayaknya berat membuka saran alangkah baiknya game pisahkan berat pembeli nyaman tuk membuka spek handphonenya rendah saran terima kasih,0
akun sbnrnya barang akun klik ngilang pas login masuk penagihan shopefeleternya ampunn penelepon nanyak conter nlpon gonta ganti nobmer pernah tdr kali pagi sampai sore sore sampai malam nelponn risihh nyapdhl pernah tukang tipu terlambat kwbakaran jenggod terlambat alasannya sakit belum gajian,0
akun log out sampai pas masuk belanjan spaylaternya nambah belanjaplease kecewa,0
paket mengatas namakan memesan cek pemesanan kurir whatsapp ajarin kurirnya kurirnya hafal pokoknya paket nama ilham subaktiar retur pembayaran cod mohon bantuannya cs unninstal nyaman kejadian mohon dibantu pakbu terimakasih,0
kasih bintang eh kemarin pas belanja akunmu dibatasi memiliki tagihan spaylater bayar boroboro belanja makai spaylater aktivasi spaylater gagal contak pusat bantuan respon hadehhhhh,0
paham servernya error puncak sampai tulisannya macam kadang shopeepay tersedia jaringan bermasalah checkout saja jam kelar kelar gila lelah,0
kesini nyalemot parah signal jadi malesin terus diskonan klaim dipakai voucernyaalesannya voucer habis aneh dipakai aneh tolong tingkatkan,0
busett potongan ongkirnya dikit jakarta main udhlah warung ijo ongkoskirim full gratis labelnya saja gratis,0
akun log out jam buka masuk tolong,0
beli voucher gratis ongkoskirim barbayar batasi berlaku voucher bisa pdahl susai serasa tipu repotin krena urus zparah,0
maaf Cuma kasi bintang min kenapa belanja shopepay uangnya begitu,0
hallo kemarin tanggal isi shopeepay masuk masuk,0
semoga permasalahan komplain dirugikan cepat selesai komplain selesai tambahkan,0
kecewa karena gratis ongkoskirim sepenuh nyakadang ongkoskirim potong sajahuffff,0
shopeepay isi tunggakan sampek bayar tolong perbaiki updete bukak,0
keseringan update ntah update apanya shopeepay errorrr penampilan saldo kupon cashback batasi kaya pengguna gold pengiriman barang instant gojekgrab,0
tf shopeepay tanggal sampai skrng saldo bertambah uangnya sedikitsudah lapor carboncopy disuruh menunggu kepastianbaru kali dikecewain,0
paylater ambil cicilan bulansisanya terbayarkan dilunasi sekaliguspayah menunggu sampai bulannya,0
akuhh daftar tulisannya menanggapiii kecewa ingin pesan kayak orang,0
nyesel bnget diwnload karena mesen barang mpengen lit akun bisamau lihat profil terus cari barangg dibeli qja penyimpanan bnyak terus hapus download maasalah pokoknya membantu merugikan mendingan lazada,0
uninstal instal even telpon masuk dc spinjam menagih komplain cs fitur spinjam pay later lolos verifikasi bukti dimintakemudian kurleb pinjam abaikan sajajika memiliki pinjaman dilunasi gunanya bukti seperti itusementara menelpon banyakmhn solusinya,0
scroll scroll scroll login scroll scroll scroll aneh pdhal update darah,0
susah jijik garatis ongkoskirim mahal ongkoskirim barang toko pedia,0
lihat barang masukkan keranjang tibatiba pas buka tibatiba log out akunnya coba log masuk coba masuk kode otp coba sms wa telpon kecewa,0
sumpah lambat isi saldo shopie pay lambat menunggu,0
disuru login taunya akun kluar proses checkout terus dicoba login eeh,0
isi saldo membeli hitam game seharga pembayaran gagal mohon balas perbaikin,0
login karena konfirmasi nomor hp nomor hpnya hilang nomornya kecewa,0
blnja dsni sayang aktifin spaylater ktanya isi saldo shopepay giliran isi menuhi syarat pembayaran tagihan blanja bnlja ok tagihan bayar sebel aktifin spaylater,0
update perbarui terusan halaman perbaiki hapus chace tolong perbaiki kenyamanan karena berbelanja susah buka,0
hatihati belanja toko username ilegal belanja proteksi keamanan konsumen buruk,0
jelek bngt update tidakbisa buka spayleter kesel daftarin spayleter menunggu,0
kesini konyol ajah total nilai transaksi ongkoskirim saldo pay bisanya dipake total transaksi nilai,0
mahal biaya ongkirnya barang segede jempol tangan biaya ongkirnya kenapa sekalian padahal pulau ongkoskirim mahal barang nyape,0
aneh akun tibatiba hilang apaapa tolong keamanan perlengkap takut gunain kali tolong update perlengkap keamanannya lengkap kasih bintang play store,0
buka notif paket kirim memang error pikiran begini belanja,0
flash sale pay paylater strategy user,0
voucher foodnya akun jelek begini isi pay begini,0
transaksi lupa pin riset pin ganti otp gagal kecewa pelayanan cs responsibel orang butuh transaksi pay isi ujung,0
sumpah akun log out log in tetep log out perbarui log in disikat,0
transaksi koin transaksi gagal koin kepotong cashback koin transaksi koin habis transaksi berhasilwkwkwk terpaksa bintang,0
spaylater gagal membayar tunggakan beres kenerja,0
paket batalkan dikemas penjual bukanya batalin hah,0
gajelas akun dibatasi melanggar peraturan membeli barang akun dibatasi shoppepay nyasudah bantuan merespon sekaligajelas ini apktolong tanggung isi formulir respon sekalisudah minggutolong pay,0
akun hilang tibapdhl check out pas login,0
kmren tarik dana dari rekening tnggu kalnder dana teersebut kunjung masuk mengesalkan dulu ntab smpai menunggu dana laporan dilaporkan mash belum sjope mntk tnggu hari kerja hari kalnder mnjawab tunggu tunggu,0
later saldonya laporan bnyak alesan peduli padaha belanja member gold mohon perbaiki,0
biaya penanganan transaksi codtapi transaksi apapun biaya penangananparaaaahhh pengguna mencari duitnya mendiny olshop sebelahmurah,0
dapat voucer gratis ongkoskirim tetep bayar ongkoskirim Cuma berkurang rb perak gratis ongkoskirim parahh,0
kebanuakan update ajngg khusus orng kaya otak ngk beli sampah onlie orng kaya otg miskin kaya keseringan update kesel taiikkkk update makasa ngk update ngk buka,0
seminggu updet perubahan filter berguna klik wilayah jateng bandung jakarta surabaya kota masuk gunanya updet perubahan,0
alamat uang hilang kurir cekin mengambil kirim sesuai alamat mengambil orang,0
aplikasinya ngedown pas pdhal menunggu ngejar diskonan masi ngedown,0
jasa kirim jt merah kiriman ganti pengiriman jam pembayaran ribet inget ganti jasa kirim pembayaran jam penjual kirim proses paksa jt pindah hijau biru ribetttttt,0
verifikasi ditolak padah pinjam isi saldo trasnfer verifikasinya ditolak,0
tolong seller user netdroid ditindak penipuan bayar barang proses diupdate proses kirim,0
tolong capek akun terus pengajuan pemulihan akun terus akun bekukan melalukan mencurigakan apapun akun,0
akun logout login knapa akun sisa pay gmna,0
tolong diperbaiki main tanam panen panen shopeepay uang masuk shopeepay tolong perbaiki,0
